center_x,center_y,label,orientation,avg_height,orig_index
11626,3339,palace,90.0,231.58139038085938,52
12062,3335,house,71.56504821777344,228.99066162109375,53
11887,3338,ruin_small,90.0,228.07798767089844,54
11646,3334,house,7.125016689300537,230.96995544433594,55
12152,3345,ruin_large_rectangular,90.0,224.1761474609375,56
11575,3333,unknown_large_building,7.125016689300537,232.3209991455078,57
11721,3317,house,90.0,231.10360717773438,59
11594,3326,palace,5.19442892074585,232.1333465576172,60
12391,3314,unknown_small_building,18.43494987487793,219.78489685058594,61
11725,3298,double_house,12.094758033752441,233.49600219726562,63
12369,3294,cluster_houses,63.43495178222656,219.3309326171875,64
11894,3286,house,90.0,233.54141235351562,65
12064,3288,house,90.0,233.26785278320312,66
11835,3278,house,81.25383758544922,235.6309356689453,67
12404,3275,platform_large,90.0,222.2461700439453,68
12101,3268,house,90.0,233.31394958496094,69
12092,3257,house,90.0,234.06411743164062,70
11618,3259,cluster_houses,46.397178649902344,239.17010498046875,71
11630,3240,unknown_small_building,22.2490234375,243.3097381591797,72
11800,3232,palace,90.0,240.93186950683594,73
12112,3235,cluster_houses,90.0,235.98350524902344,74
12513,3216,house,90.0,228.61598205566406,76
12002,3206,double_house,8.746162414550781,243.10604858398438,77
11531,3211,house,90.0,238.71875,78
11548,3199,house,90.0,242.0023956298828,79
12506,3187,house,90.0,234.1307830810547,80
12423,3174,house,90.0,231.7493438720703,81
12531,3173,unknown_small_building,45.0,235.14634704589844,82
11688,3171,house,90.0,259.3329772949219,83
12394,3170,double_house,90.0,233.28623962402344,84
12022,3162,double_house,90.0,247.13180541992188,85
12513,3160,unknown_small_building,37.5685920715332,239.24404907226562,86
11025,3151,house,90.0,259.2228698730469,87
12172,3145,palace,90.0,236.76785278320312,88
12521,3135,unknown_elongated_building,90.0,240.05799865722656,89
12043,3132,double_house,90.0,247.39913940429688,90
12081,3113,house,90.0,249.95623779296875,91
11932,3107,house,90.0,260.9028625488281,92
12082,3096,house,90.0,252.50343322753906,93
12065,3099,unknown_elongated_building,15.068489074707031,252.93112182617188,94
12411,3076,double_house,90.0,237.45985412597656,95
